CD_PT_SING_INF__CODE;LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;NOM_USAGE;LIBELLE;COMMENTAIRE
RAU;A77;1;36362;17 39;;
RAU;A71;1;323419;23 29;;
ACCSER;A5;2;21920;;;
ACCSER;A5;2;32190;;;
RAU;A5;1;3340;15 93;;
RAU;A71;2;363390;24 14;;
RAU;A40;1;103310;187;;
RAU;A5;2;170876;;;
RAU;A6;1;59618;11 29;;
RAU;A6;1;409410;42 07;;
ACCSER;A46;1;18600;;;
ACCSER;A19;2;2350;;;
RAU;A39;1;121031;57 71;;
RAU;A40;1;110280;160;;
RAU;A19;1;1426;15 27;;
ACCSER;A31;2;34021;;;
ACCSER;A6;1;144600;;;
RAU;A36;2;139691;53 36;;
RAU;A77;2;24987;17 24;;
ACCSER;A31;2;20066;;;
RAU;A31;2;66622;2-66+7;;
ACCSER;A31;2;64108;;;
RAU;A77;1;75960;18039;;
ACCSER;A6;1;346900;;;
RAU;A5;2;85108;15 04;;
ACCSER;A19;1;26800;;;
RAU;A31;2;40400;2-40+5;;
RAU;A31;1;71200;1-71+2;;
RAU;A31;2;73385;2-73+5;;
RAU;A77;1;67260;18027;;
RAU;A6;2;161002;14 46;;
RAU;A5;2;39480;15 56;;
RAU;A5;2;43020;15 52;;
RAU;A6;2;51770;11 20;;
RAU;A36;2;32697;51 32;;
RAU;A31;1;75520;1-75+5;;
ACCSER;A31;2;91047;;;
RAU;A5;1;93748;;;
RAU;A39;2;141101;44 124;;
RAU;A31;1;98700;;;
RAU;A42;1;26600;43 23;;
RAU;A19;2;9300;12.58;;
RAU;A39;2;92725;57 42;;
RAU;A404;2;11044;294;;
ACCSER;A31;1;56600;;;
ACCSER;A31;1;64095;;;
ACCSER;A31;1;66640;;;
RAU;A6;1;90080;12 09;;
RAU;A40;1;132820;109B;;
RAU;A6;1;77942;11 49;;
RAU;A40;1;133370;109A;;
RAU;A5;2;67798;15 22 a;;
RAU;A71;1;276527;22 25;;
RAU;A36;1;30509;51 29;;
RAU;A432;2;17655;56;;
RAU;A6;2;141680;14 18;;
ACCSER;A46;2;22190;;;
RAU;A39;1;130661;44 113;;
RAU;A39;1;20220;1-20+2-E;;
RAU;A40;1;184255;4454;;
RAU;A36;2;52365;52 04;;
RAU;A36;2;189395;54 46;;
RAU;A36;1;181474;54 37;;
RAU;A36;1;13520;51 13;;
RAU;A6;2;330275;34 38;;
RAU;A6;2;81958;11 54;;
ACCSER;A39;2;114261;;;
RAU;A39;1;123101;44 105;;
RAU;A46;1;17130;42 81;;
RAU;A46;1;19150;42 83;;
RAU;A71;1;258269;22 07;;
RAU;A31;1;90120;;;
RAU;A432;2;28800;68;;
ACCSER;A31;1;148416;;;
RAU;A5;1;45030;15 49;;
ACCSER;A77;1;27780;;;
RAU;A39;1;51288;54 97;;
RAU;A31;1;77185;1-77+2;;
RAU;A40;1;182405;4452;;
RAU;A6;1;275100;32 43;;
RAU;A6;1;285510;32 63;;
ACCSER;A26;2;382012;;;
RAU;A5;1;160859;;;
RAU;A71;1;327259;23 33;;
RAU;A39;1;8660;1-8+7-E;;
RAU;A19;2;11310;12.6;;
RAU;A42;1;18000;43 15;;
ACCSER;A31;2;16000;;;
ACCSER;A6;1;279870;;;
ACCSER;A40;2;165780;;;
ACCSER;A5;1;225495;;;
RAU;A6;1;390550;41 39;;
RAU;A6;2;214505;31 34;;
RAU;A26;2;386227;;;
RAU;A5;2;146102;;;
RAU;A39;1;61028;57 07;;
RAU;A6;2;300310;33 24;;
RAU;A6;2;56619;11 26;;
RAU;A6;2;255480;32 24;;
RAU;A6;1;100650;12 19;;
RAU;A6;2;292690;33 10;;
ACCSER;A40;2;108498;;;
RAU;A36;2;95725;52 60;;
RAU;A71;2;373570;24 24;;
RAU;A31;1;3810;33 83;;
RAU;A31;2;9375;33 90;;
ACCSER;A39;1;24500;;;
RAU;A6;1;348035;34 55;;
RAU;A6;1;255475;32 23;;
RAU;A6;1;265410;32 33;;
RAU;A6;1;318143;34 13;;
ACCSER;A5;2;217452;;;
RAU;A5;2;93748;;;
ACCSER;A36;1;90640;;;
RAU;A40;2;158380;4421;;
RAU;A71;1;236222;21 27;;
ACCSER;A40;2;155358;;;
ACCSER;A6;2;101470;;;
ACCSER;A5;1;22690;;;
ACCSER;A6;2;247565;;;
RAU;A6;1;332350;34 39;;
RAU;A31;2;160190;;;
RAU;A36;1;40750;51 43;;
RAU;A6;1;296720;33 17;;
ACCSER;A71;2;305310;;;
ACCSER;A31;1;112488;;;
ACCSER;A719;1;957;;;
ACCSER;A31;2;46845;;;
RAU;A31;2;102970;;;
ACCSER;A39;1;70668;;;
RAU;A39;2;126701;44 108;;
RAU;A5;2;137832;;;
ACCSER;A5;1;15480;;;
RAU;A6;1;113300;12 33;;
RAU;A31;2;142170;;;
RAU;A31;1;58570;1-58+6;;
RAU;A404;1;14841;195;;
RAU;A19;2;17222;12.66;;
ACCSER;A19;2;18180;;;
RAU;A39;1;43698;54 85;;
ACCSER;A39;2;6620;;;
RAU;A31;2;13480;33 94;;
RAU;A31;1;17150;1-17+0;;
ACCSER;A39;1;52968;;;
RAU;A39;1;53208;54 99;;
RAU;A5;1;72028;15 17;;
ACCSER;A19;1;2350;;;
RAU;A40;1;119320;134;;
RAU;A40;2;110970;259;;
ACCSER;A6;1;324800;;;
RAU;A40;1;108030;166;;
RAU;A40;1;108245;165;;
RAU;A71;1;278717;22 27;;
RAU;A71;1;347284;23 53;;
RAU;A6;2;113300;12 34;;
ACCSER;A6;1;341760;;;
ACCSER;A77;1;72870;;;
ACCSER;A42;2;31950;;;
RAU;A42;2;32600;43 30;;
ACCSER;A5;1;198835;;;
RAU;A36;1;132608;53 29;;
RAU;A36;2;187415;54 44;;
RAU;A6;2;108850;12 28;;
RAU;A6;2;110750;12 30;;
ACCSER;A40;2;157735;;;
RAU;A39;1;28158;54 69;;
RAU;A40;2;135350;208A;;
ACCSER;A40;1;201130;;;
RAU;A391;2;1550;57 82;;
RAU;A31;1;46675;1-46+7;;
RAU;A71;2;341359;23 48;;
RAU;A6;2;348035;34 56;;
ACCSER;A6;2;379850;;;
RAU;A6;2;380813;41 30;;
ACCSER;A71;2;256000;;;
RAU;A36;1;180093;54 35;;
RAU;A31;1;172190;;;
ACCSER;A6;1;396830;;;
ACCSER;A36;2;203800;;;
RAU;A36;2;141675;53 38;;
RAU;A42;1;5100;43 25;;
RAU;A31;1;186700;;;
RAU;A71;2;282797;22 32;;
RAU;A5;2;216950;;;
RAU;A6;2;177525;14 68;;
RAU;A31;2;111040;;;
RAU;A5;2;14370;15 82;;
RAU;A432;1;17655;55;;
ACCSER;A5;1;168117;;;
RAU;A6;1;351940;34 59;;
RAU;A6;1;385200;41 33;;
RAU;A5;2;105390;;;
ACCSER;A5;2;15660;;;
RAU;A6;1;315220;34 07;;
RAU;A36;1;204700;33 59;;
RAU;A6;2;218095;31 38;;
RAU;A36;2;202690;33 58;;
ACCSER;A31;1;38981;;;
RAU;A6;2;285510;32 64;;
RAU;A6;1;174362;14 61;;
RAU;A5;2;140022;;;
ACCSER;A77;2;55610;;;
RAU;A42;2;16350;43 14;;
RAU;A40;2;103130;287;;
RAU;A31;2;220010;;;
RAU;A36;1;99401;52 67;;
RAU;A6;1;210905;31 29;;
RAU;A6;1;413500;42 11;;
ACCSER;A40;2;134075;;;
ACCSER;A40;1;137850;;;
RAU;A40;2;167750;4433;;
RAU;A6;1;434510;42 35;;
ACCSER;A404;1;3142;AS43;;
RAU;A5;1;123360;;;
RAU;A40;2;193630;4465;;
RAU;A5;2;91948;;;
RAU;A36;1;170214;54 23;;
RAU;A36;2;103663;52 72;;
RAU;A39;2;68998;57 16;;
RAU;A36;2;113998;53 10;;
RAU;A71;2;246239;21 38;;
RAU;A71;2;345394;23 52;;
RAU;A6;1;238410;32 05;;
ACCSER;A36;2;200600;;;
RAU;A36;2;68868;52 28;;
RAU;A6;2;269000;32 38;;
RAU;A5;2;178649;;;
RAU;A31;2;34570;2-34+7;;
ACCSER;A40;1;147050;;;
RAU;A40;1;160270;4424;;
RAU;A5;1;212630;;;
ACCSER;A39;2;53398;;;
RAU;A71;1;379810;24 29;;
ACCSER;A39;1;126331;;;
RAU;A19;1;3466;15 25;;
RAU;A39;2;18250;2-18+4-E;;
RAU;A40;2;121870;221;;
RAU;A31;1;78310;1-78+3;;
RAU;A31;2;81083;2-81+2;;
RAU;A77;2;100090;58005;;
RAU;A77;1;49320;18007;;
ACCSER;A77;2;79740;;;
RAU;A31;1;205190;;;
RAU;A31;2;71200;2-71+3;;
RAU;A77;2;17907;17 16;;
ACCSER;A6;2;406900;;;
RAU;A5;2;107520;;;
RAU;A71;1;373570;24 23;;
RAU;A36;2;120097;53 16;;
RAU;A6;1;279810;32 51;;
RAU;A71;2;242124;21 34;;
RAU;A6;1;266930;32 35;;
RAU;A6;1;116800;12 37;;
RAU;A40;1;179780;4448;;
RAU;A5;2;160859;;;
RAU;A71;1;331339;23 37;;
ACCSER;A6;1;148110;;;
RAU;A6;1;228715;31 51;;
RAU;A31;2;87900;;;
RAU;A5;1;119660;;;
ACCSER;A5;1;121305;;;
RAU;A77;1;26854;17 27;;
RAU;A77;1;54840;18013;;
ACCSER;A77;2;270;;;
ACCSER;A39;1;20930;;;
RAU;A36;2;30509;51 30;;
RAU;A36;1;215200;33 69;;
ACCSER;A6;2;208110;;;
RAU;A6;1;442500;42 51;;
ACCSER;A77;2;54428;;;
ACCSER;A40;2;204750;;;
ACCSER;A40;2;206530;;;
RAU;A5;2;18210;15 78;;
RAU;A404;1;2864;189;;
RAU;A31;2;139950;;;
RAU;A31;2;38400;2-38+5;;
RAU;A31;1;207080;;;
RAU;A36;1;154315;54 05;;
RAU;A5;1;103380;;;
RAU;A5;1;36060;15 59;;
ACCSER;A39;1;114416;;;
RAU;A36;1;70969;52 31;;
RAU;A36;1;183456;54 39;;
RAU;A31;2;186700;;;
RAU;A77;2;51000;18008;;
RAU;A6;1;272965;32 41;;
RAU;A6;1;306800;33 33;;
RAU;A5;1;99180;;;
RAU;A39;2;72628;57 20;;
RAU;A6;1;251685;32 19;;
ACCSER;A31;1;161365;;;
RAU;A31;1;68800;1-68+8;;
RAU;A31;2;176480;;;
RAU;A40;1;166200;4430;;
ACCSER;A719;2;1047;;;
RAU;A71;1;274667;22 23;;
RAU;A36;2;48759;51 52;;
RAU;A36;2;101585;52 70;;
RAU;A6;1;150877;14 29;;
ACCSER;A36;2;143020;;;
RAU;A6;2;305117;33 30;;
RAU;A6;2;236510;32 04;;
ACCSER;A46;1;1770;;;
RAU;A42;1;44200;43 41;;
ACCSER;A31;1;74930;;;
ACCSER;A31;1;82535;;;
ACCSER;A31;2;28428;;;
RAU;A6;2;306724;33 34;;
RAU;A6;2;194960;31 14;;
RAU;A40;2;180550;4449;;
ACCSER;A6;2;241680;;;
RAU;A5;1;137832;;;
RAU;A40;1;111400;158;;
RAU;A19;1;23058;12.73;;
RAU;A39;1;88175;57 35;;
RAU;A31;2;180380;;;
RAU;A31;1;195550;;;
ACCSER;A71;1;227045;;;
RAU;A36;1;18119;51 17;;
RAU;A42;2;35800;43 34;;
RAU;A42;1;30700;43 27 ;;
RAU;A39;1;126701;44 109;;
ACCSER;A39;2;42618;;;
RAU;A39;1;82415;57 29;;
ACCSER;A39;2;39408;;;
RAU;A39;2;39808;54 82;;
ACCSER;A6;2;218960;;;
ACCSER;A6;2;223540;;;
RAU;A432;2;30630;70;;
RAU;A36;1;152202;54 03;;
RAU;A31;1;47370;1-47+4;;
RAU;A31;1;70210;1-70+2;;
RAU;A31;2;47370;TGBT;;
RAU;A31;2;50664;2-50+8;;
RAU;A31;2;70210;TGBT2;;
RAU;A6;2;407385;42 04;;
RAU;A5A;1;3250;TAO.3A;;
RAU;A5;1;85108;15 03;;
RAU;A36;2;7022;51 08;;
RAU;A36;2;176472;54 32;;
RAU;A36;1;167026;54 19;;
RAU;A26;1;386227;;;
RAU;A71;2;325429;23 32;;
RAU;A40;1;156550;4419;;
RAU;A39;1;4000;1-4+0-E;;
ACCSER;A77;2;6510;;;
RAU;A40;1;107170;171;;
RAU;A71;1;363390;24 13;;
ACCSER;A6;2;346900;;;
RAU;A39;2;47298;54 94;;
RAU;A77;1;12303;17 11;;
RAU;A42;1;6800;43 27;;
RAU;A77;1;30333;17 33;;
RAU;A77;2;79890;18042;;
RAU;A36;2;70072;52 30;;
RAU;A6;2;261210;32 30;;
RAU;A710W;1;11700;24 39;;
RAU;A39;1;96695;57 45;;
RAU;A39;2;25188;54 66;;
RAU;A71;2;222342;21 14;;
RAU;A36;1;105651;53 01;;
RAU;A6;1;230735;31 53;;
RAU;A6;2;207370;31 26;;
RAU;A6;2;116800;12 38;;
RAU;A5;2;168649;;;
RAU;A36;2;33630;51 34;;
RAU;A6;1;232630;31 55;;
RAU;A6;1;136735;14 09;;
ACCSER;A26;2;386852;;;
ACCSER;A6;1;276732;;;
RAU;A39;1;34308;54 75;;
RAU;A6;2;165052;14 50;;
RAU;A6;1;361400;41 07;;
RAU;A6;2;146326;14 24;;
ACCSER;A5;1;38500;;;
RAU;A40;2;116290;247;;
ACCSER;A40;2;126670;;;
RAU;A6;1;357499;41 03;;
RAU;A40;2;110260;260;;
RAU;A6;2;326335;34 32;;
RAU;A5;1;6640;15 89;;
RAU;A31;2;28410;2-28+5;;
ACCSER;A6;2;212700;;;
ACCSER;A31;2;74874;;;
RAU;A31;2;75520;2-75+6;;
RAU;A31;1;60651;1-60+7;;
ACCSER;A36;2;123750;;;
RAU;A36;2;107709;53 04;;
ACCSER;A6;2;383300;;;
RAU;A5;2;181606;;;
RAU;A40;1;118240;141;;
ACCSER;A31;2;5940;;;
RAU;A71;2;302359;23 08;;
RAU;A40;1;125800;114;;
ACCSER;A31;1;199476;;;
ACCSER;A31;1;8771;;;
ACCSER;A31;2;57482;;;
RAU;A31;1;38400;1-38+4;;
RAU;A5;1;101400;;;
RAU;A5;1;159229;;;
ACCSER;A40;2;167800;;;
RAU;A39;1;102035;57 51;;
RAU;A39;2;137651;44 120;;
RAU;A5;2;123360;;;
RAU;A6;1;124600;12 45;;
RAU;A6;1;431810;42 31;;
RAU;A77;1;24992;17 25;;
RAU;A77;1;88525;18053;;
ACCSER;A6;2;369510;;;
ACCSER;A5;1;74760;;;
RAU;A40;2;112320;255;;
ACCSER;A6;2;256700;;;
RAU;A6;2;228715;31 52;;
RAU;A6;2;257410;32 26;;
ACCSER;A36;2;185620;;;
RAU;A40;2;147050;4409;;
RAU;A40;1;114110;152;;
RAU;A36;2;90400;52 54;;
RAU;A5;2;174747;;;
RAU;A6;2;385338;41 34;;
ACCSER;A714;1;770;;;
RAU;A5;2;200010;;;
RAU;A36;2;62419;52 18;;
RAU;A42;2;18100;43 16;;
RAU;A40;1;105980;174;;
RAU;A42;1;46160;43 43;;
RAU;A42;2;28650;43 26 ;;
RAU;A40;2;179730;4447;;
ACCSER;A36;2;195490;;;
RAU;A42;2;14460;43.12;;
RAU;A36;2;24961;51 24;;
ACCSER;A36;1;170210;;;
RAU;A5;2;130198;;;
RAU;A39;1;44178;54 87;;
ACCSER;A39;2;101960;;;
RAU;A39;2;91505;57 40;;
RAU;A31;2;30500;2-30+6;;
RAU;A5;2;183600;;;
RAU;A36;1;135046;53 31;;
ACCSER;A36;2;72290;;;
ACCSER;A36;2;89640;;;
ACCSER;A36;2;105260;;;
RAU;A71;1;333289;23 39;;
RAU;A5;1;182618;;;
RAU;A71;2;266404;22 16;;
ACCSER;A42;2;14180;;;
RAU;A40;2;177590;4445;;
ACCSER;A5;2;198935;;;
RAU;A36;2;38759;51 42;;
ACCSER;A26;1;386832;;;
ACCSER;A6;2;431300;;;
RAU;A40;2;111435;258;;
RAU;A40;1;115650;148;;
RAU;A6;2;359500;41 06;;
ACCSER;A40;1;150269;;;
RAU;A31;1;48653;1-48+7;;
RAU;A5;2;58200;15 36;;
RAU;A71;1;282797;22 31;;
RAU;A6;1;359500;41 05;;
RAU;A36;1;62583;52 21;;
RAU;A40;2;104465;282;;
RAU;A6;1;143200;14 19;;
RAU;A5;2;200300;;;
RAU;A31;1;144100;;;
RAU;A5A;1;4995;TAO.4A;;
ACCSER;A6;1;363900;;;
RAU;A77;1;64260;18023;;
RAU;A39;1;132671;44 115;;
RAU;A6;1;294928;33 13;;
ACCSER;A71;1;355500;;;
ACCSER;A71;2;355500;;;
ACCSER;A71;1;381000;;;
RAU;A36;1;67670;52 25;;
RAU;A31;1;7446;33 87;;
RAU;A71;1;252284;22 01;;
ACCSER;A6;2;269150;;;
RAU;A5;2;180824;;;
RAU;A71;2;248319;21 40;;
RAU;A6;2;181680;31 04;;
RAU;A6;2;71915;11 44;;
RAU;A6;2;366700;41 14;;
ACCSER;A31;2;26726;;;
RAU;A31;1;146100;;;
ACCSER;A31;1;131996;;;
ACCSER;A6;2;205860;;;
ACCSER;A6;2;236300;;;
ACCSER;A6;2;250800;;;
ACCSER;A6;2;256000;;;
RAU;A71;2;312259;23 18;;
RAU;A6;1;120700;12 41;;
RAU;A71;2;375610;24 26;;
ACCSER;A77;2;49020;;;
RAU;A31;1;107260;;;
RAU;A404;1;8114;192;;
RAU;A31;1;76480;1-76+5;;
RAU;A31;1;117870;;;
RAU;A31;1;13480;33 93;;
ACCSER;A36;2;43810;;;
ACCSER;A36;2;51190;;;
RAU;A71;1;385616;24 35;;
RAU;A77;2;19710;17 18;;
RAU;A5;1;148052;;;
RAU;A31;2;133710;;;
ACCSER;A5;1;82530;;;
RAU;A36;1;69882;52 29;;
ACCSER;A5;2;183532;;;
RAU;A5;2;187800;;;
RAU;A5;2;189960;;;
RAU;A26;1;384247;;;
RAU;A5;1;144187;;;
RAU;A36;2;63370;52 20;;
ACCSER;A6;2;396930;;;
RAU;A6;2;396950;41 46;;
RAU;A40;1;130400;111;;
RAU;A40;1;114790;151;;
RAU;A39;1;114941;57 65;;
ACCSER;A36;1;89800;;;
RAU;A71;2;353250;24 04;;
RAU;A5;1;25920;15 69;;
RAU;A5;1;41190;15 53;;
RAU;A5;1;226470;;;
ACCSER;A5;2;35300;;;
RAU;A5;2;151862;;;
RAU;A6;1;337960;34 45;;
RAU;A5;1;131937;;;
RAU;A5;2;56400;15 38;;
RAU;A42;2;52400;N°1;;
RAU;A39;2;57098;57 04;;
RAU;A42;1;8600;43 29;;
RAU;A39;2;70908;57 18;;
RAU;A40;2;163400;4427;;
RAU;A26;2;384247;;;
RAU;A6;1;311268;33 43;;
ACCSER;A40;1;165750;;;
ACCSER;A31;2;47705;;;
ACCSER;A31;2;56000;;;
RAU;A71;1;339334;23 45;;
RAU;A5;2;50880;15 44;;
RAU;A31;2;224020;;;
RAU;A6;1;321940;34 21;;
ACCSER;A39;1;63528;;;
RAU;A39;2;125171;44 106;;
RAU;A36;1;9182;51 09;;
RAU;A5A;2;9040;TAO.9R;;
RAU;A40;1;171400;4438;;
RAU;A40;1;118450;140;;
ACCSER;A6;1;423390;;;
RAU;A36;2;18119;51 18;;
RAU;A5;2;219240;;;
RAU;A6;1;378000;41 25;;
RAU;A6;2;136807;14 10;;
RAU;A6;2;337960;34 46;;
ACCSER;A6;2;273430;;;
RAU;A36;2;145756;53 42;;
RAU;A36;2;37078;51 40;;
RAU;A36;1;34648;51 35;;
RAU;A36;2;143842;53 40;;
RAU;A6;2;390550;41 40;;
RAU;A36;2;82723;52 46;;
RAU;A432;2;1798;0180-2;;
RAU;A432;1;1805;0180-1;;
RAU;A36;1;130621;53 27;;
RAU;A6;2;292120;33 08;;
RAU;A6;2;334350;34 42;;
ACCSER;A31;1;16465;;;
RAU;A6;2;259305;32 28;;
RAU;A31;2;178500;;;
RAU;A31;2;164150;;;
RAU;A5;2;68968;15 22;;
ACCSER;A6;1;273430;;;
RAU;A31;1;120800;;;
RAU;A39;1;32103;54 73;;
RAU;A5;1;16200;15 79;;
RAU;A71;1;286829;22 35;;
ACCSER;A5;2;130755;;;
RAU;A36;2;35600;51 38;;
RAU;A6;1;234615;32 01;;
RAU;A6;1;196820;31 15;;
RAU;A404;1;6644;191;;
RAU;A40;1;122330;119;;
RAU;A5;2;20190;15 76;;
RAU;A31;2;94830;;;
RAU;A6;2;297685;33 20;;
ACCSER;A40;1;106528;;;
RAU;A39;2;74704;57 22;;
ACCSER;A40;2;136350;;;
RAU;A40;2;143950;4404;;
RAU;A36;2;124332;53 20;;
RAU;A36;2;125500;53 22;;
ACCSER;A31;1;155737;;;
RAU;A6;2;308385;33 38;;
RAU;A6;2;309333;33 40;;
RAU;A39;2;132671;44 114;;
RAU;A40;2;148750;4411;;
RAU;A77;1;28470;17 29;;
ACCSER;A5;2;206105;;;
RAU;A46;2;9210;42 70;;
RAU;A46;2;11350;42 72;;
RAU;A39;1;39808;54 81;;
RAU;A19;1;17222;12.65;;
RAU;A39;2;84395;57 32;;
RAU;A6;2;234610;32 02;;
RAU;A6;2;379400;41 28;;
RAU;A6;2;186540;31 08;;
RAU;A6;2;305721;33 32;;
ACCSER;A42;2;9850;;;
RAU;A36;2;195201;54 52;;
RAU;A36;1;145756;53 41;;
RAU;A71;2;224352;21 16;;
RAU;A39;1;49298;54 95;;
ACCSER;A5;1;65670;;;
RAU;A77;2;43108;17 46;;
RAU;A42;1;47850;43 45;;
RAU;A36;2;83920;52 48;;
ACCSER;A36;1;64930;;;
RAU;A36;2;166123;54 18;;
RAU;A36;2;28828;51 28;;
ACCSER;A6;1;138220;;;
ACCSER;A6;2;129820;;;
ACCSER;A31;2;175521;;;
RAU;A31;2;217690;;;
RAU;A71;2;240152;21 32;;
RAU;A39;1;10899;1-10+9-E;;
RAU;A40;2;145550;4408;;
RAU;A40;2;182380;4451;;
RAU;A5;1;157639;;;
ACCSER;A39;2;12355;;;
RAU;A5;2;113580;;;
RAU;A39;2;30123;54 72;;
RAU;A39;1;25188;54 65;;
ACCSER;A39;2;22160;;;
ACCSER;A39;2;21000;;;
RAU;A40;2;120445;228;;
ACCSER;A36;1;195490;;;
RAU;A6;1;317205;34 11;;
RAU;A6;1;290205;33 03;;
RAU;A6;1;328180;34 35;;
RAU;A6;1;75915;11 47;;
RAU;A36;1;200650;33 55;;
RAU;A71;1;294499;22 43;;
RAU;A39;1;141101;44 125;;
RAU;A432;2;24650;64;;
RAU;A6;2;283566;32 60;;
RAU;A6;1;372490;41 19;;
RAU;A26;2;380692;;;
RAU;A6;1;67313;11 37;;
RAU;A71;1;264344;22 13;;
ACCSER;A42;1;18050;;;
ACCSER;A40;1;103600;;;
RAU;A5A;2;7230;TAO.7R;;
ACCSER;A6;2;408350;;;
ACCSER;A6;1;183670;;;
RAU;A6;2;74145;11 46;;
ACCSER;A71;2;312537;;;
ACCSER;A71;2;319427;;;
RAU;A5;2;33830;15 62;;
RAU;A71;2;232292;21 24;;
ACCSER;A31;2;166553;;;
RAU;A6;1;74145;11 45;;
RAU;A6;2;232675;31 56;;
RAU;A6;2;150927;14 30;;
RAU;A6;2;332350;34 40;;
RAU;A6;2;57975;11 28;;
RAU;A5;1;124635;;;
RAU;A5;1;8730;15 87;;
RAU;A31;2;44545;2-44+6;;
RAU;A40;1;136730;107A;;
ACCSER;A6;2;430150;;;
ACCSER;A19;2;7230;;;
RAU;A40;2;203915;4475;;
RAU;A40;2;199500;4477;;
RAU;A31;1;166180;;;
RAU;A42;2;50550;A;;
RAU;A6;2;106650;12 26;;
RAU;A6;2;288410;32 70;;
ACCSER;A6;2;288744;;;
ACCSER;A71;2;359651;;;
RAU;A6;2;387000;41 36;;
RAU;A71;2;329389;23 36;;
ACCSER;A36;2;174210;;;
RAU;A36;2;94592;52 58;;
RAU;A71;1;284989;22 33;;
RAU;A5;1;186074;;;
RAU;A42;1;34190;43 31;;
RAU;A6;1;393000;41 41;;
RAU;A6;1;159759;14 43;;
RAU;A71;1;270524;22 19;;
RAU;A5;2;157639;;;
RAU;A6;2;351940;34 60;;
ACCSER;A6;1;114350;;;
RAU;A39;1;24248;54 63;;
RAU;A6;1;421270;42 19;;
RAU;A31;2;98700;;;
ACCSER;A6;1;408350;;;
RAU;A5;1;18210;15 77;;
ACCSER;A5;1;206133;;;
RAU;A5;2;31950;15 64;;
RAU;A6;2;118850;12 40;;
RAU;A36;2;191376;54 48;;
RAU;A31;1;54623;1-54+6;;
RAU;A31;1;209240;;;
RAU;A40;2;122535;217;;
RAU;A31;2;137370;;;
ACCSER;A31;1;13821;;;
RAU;A31;2;52645;2-52+7;;
RAU;A36;2;67670;52 26;;
RAU;A432;1;13795;51;;
RAU;A6;2;158598;14 42;;
RAU;A6;2;83850;11 56;;
RAU;A31;2;192170;;;
RAU;A5;1;174747;;;
RAU;A5;1;107520;;;
RAU;A77;1;90480;18055;;
RAU;A36;1;82772;52 45;;
RAU;A6;2;309970;33 42;;
ACCSER;A42;1;50010;;;
ACCSER;A77;1;90500;;;
ACCSER;A77;1;96790;;;
RAU;A5;1;105390;;;
RAU;A5;1;178649;;;
ACCSER;A46;2;13315;;;
RAU;A40;2;184260;4453;;
RAU;A40;1;126680;113;;
RAU;A19;1;7317;12.53;;
ACCSER;A39;2;8455;;;
RAU;A19;1;19289;12.69;;
RAU;A26;2;375517;;;
RAU;A36;2;99401;52 68;;
RAU;A6;2;147718;14 26;;
RAU;A36;2;13545;51 14;;
ACCSER;A71;1;346692;;;
RAU;A432;1;26850;65;;
RAU;A432;2;26850;66;;
RAU;A40;2;119440;233;;
RAU;A40;2;119635;232;;
RAU;A39;1;22248;54 61;;
RAU;A31;2;2147;33 82;;
RAU;A40;2;104840;278;;
ACCSER;A71;1;226852;;;
ACCSER;A19;1;11250;;;
RAU;A71;2;359330;24 10;;
RAU;A26;1;388177;;;
RAU;A6;1;259305;32 27;;
RAU;A6;1;165054;14 49;;
RAU;A77;2;9030;17 04;;
ACCSER;A31;2;99750;;;
RAU;A31;2;100850;;;
ACCSER;A31;1;191933;;;
ACCSER;A40;1;183689;;;
ACCSER;A40;2;183516;;;
ACCSER;A71;1;234987;;;
ACCSER;A19;1;7450;;;
RAU;A6;2;315220;34 08;;
RAU;A36;1;61063;52 15;;
RAU;A36;1;62419;52 17;;
RAU;A6;1;263260;32 31;;
RAU;A6;1;85700;11 57;;
RAU;A36;1;37078;51 39;;
ACCSER;A6;2;189680;;;
RAU;A6;1;389016;41 37;;
RAU;A6;1;343768;34 51;;
RAU;A36;1;46770;51 49;;
RAU;A6;1;53200;11 21;;
ACCSER;A36;2;134680;;;
RAU;A6;2;316035;34 10;;
ACCSER;A36;1;99270;;;
ACCSER;A36;1;105220;;;
RAU;A36;2;70969;52 32;;
RAU;A36;2;148091;53 44;;
RAU;A31;1;116400;;;
RAU;A404;2;1394;288;;
RAU;A31;1;221890;;;
RAU;A31;1;133710;;;
RAU;A31;1;215630;;;
ACCSER;A31;1;216755;;;
RAU;A39;2;28158;54 70;;
RAU;A40;2;139760;205;;
RAU;A40;2;138740;206;;
RAU;A40;2;133480;209A;;
ACCSER;A311;1;28545;;;
RAU;A71;1;250324;21 41;;
ACCSER;A36;1;123770;;;
ACCSER;A36;2;163840;;;
ACCSER;A36;2;166430;;;
ACCSER;A19;2;11040;;;
ACCSER;A19;2;26800;;;
ACCSER;A40;1;130100;;;
RAU;A31;2;120340;;;
ACCSER;A42;2;31650;;;
RAU;A42;2;26250;43 24 ;;
ACCSER;A6;1;179350;;;
ACCSER;A6;1;89690;;;
ACCSER;A6;2;374800;;;
RAU;A36;1;86127;52 49;;
RAU;A40;1;111790;156;;
RAU;A36;1;35600;51 37;;
RAU;A6;2;313275;34 04;;
RAU;A6;1;325375;34 29;;
ACCSER;A6;1;95720;;;
RAU;A6;1;96750;12 15;;
RAU;A6;1;114950;12 35;;
