CD_VOIE_INF__VOIE;LIAISON_INF__LIAISON;CHAUSSEE_INF__SENS;ABS_DEB;ABS_FIN;NUM;NBRE;NUM_VNR;NBRE_VNR
VL;A714-35;S1;0;420;1;1;1;1
VL;A714-35;S2;0;65;1;1;1;1
VL;A714-36;E1;0;428;1;1;1;1
VL;A714-36;E2;0;462;1;1;1;1
VL;A714-36;S1;0;468;1;1;1;1
VL;A714-36;S2;0;494;1;1;1;1
VL;A71-7;E1;0;1000;1;1;1;1
VL;A71-7;E2;0;560;1;1;1;1
VL;A71-7;S1;0;769;1;1;1;1
VL;A71-7;S2;0;609;1;1;1;1
VL;A71-8;E1;0;1044;1;1;1;1
VL;A71-8;E2;0;476;1;1;1;1
VL;A71-8;S1;0;994;1;1;1;1
VL;A71-8;S2;0;351;1;1;1;1
VL;A71-9;E1;0;428;1;1;1;1
VL;A71-9;E2;0;836;1;1;1;1
VL;A71-9;S1;0;397;1;1;1;1
VL;A71-9;S2;0;1034;1;1;1;1
BAU;A719;1;-30;2469;0;0;1;4
VL;A719;1;-30;2469;1;2;2;4
VR;A719;1;-30;2469;2;2;3;4
BDG;A719;1;-30;2469;0;0;4;4
VL;A719;1;2469;8200;1;2;1;2
VR;A719;1;2469;8200;2;2;2;2
VL;A719;1;8200;8707;1;1;1;1
BAU;A719;2;970;2469;0;0;1;4
VL;A719;2;970;2469;1;2;2;4
VR;A719;2;970;2469;2;2;3;4
BDG;A719;2;970;2469;0;0;4;4
VL;A719;2;2469;8200;1;2;1;2
VR;A719;2;2469;8200;2;2;2;2
VR;A6;2;125200;126400;3;3;4;5
BDG;A6;2;125200;126400;0;0;5;5
BAU;A6;2;126400;133450;0;0;1;5
VL;A6;2;126400;133450;1;3;2;5
VM1;A6;2;126400;133450;2;3;3;5
VL;A719;2;8200;9730;1;1;1;1
VL;A719-13;E2;0;147;1;1;1;1
VL;A77-21;E1;0;325;1;1;1;1
VL;A77-21;E2;0;364;1;1;1;1
VL;A77-21;S1;0;384;1;1;1;1
VL;A77-21;S2;0;422;1;1;1;1
VL;A77-22;E1;0;327;1;1;1;1
VL;A77-22;E2;0;317;1;1;1;1
VL;A77-22;S1;0;348;1;1;1;1
VL;A77-22;S2;0;328;1;1;1;1
VL;A77-22.1;E2;0;307;1;1;1;1
VL;A77-22.1;S1;0;283;1;1;1;1
VL;A26-23;S2;0;858;1;1;1;1
BAU;A31;1;0;1300;0;0;1;5
VL;A31;1;0;1300;1;3;2;5
VM1;A31;1;0;1300;2;3;3;5
VR;A31;1;0;1300;3;3;4;5
BDG;A31;1;0;1300;0;0;5;5
BAU;A31;1;1300;4400;0;0;1;5
VL;A31;1;1300;4400;1;3;2;5
VM1;A31;1;1300;4400;2;3;3;5
VR;A31;1;1300;4400;3;3;4;5
BDG;A31;1;1300;4400;0;0;5;5
BAU;A31;1;4400;5450;0;0;1;4
VL;A31;1;4400;5450;1;2;2;4
VR;A31;1;4400;5450;2;2;3;4
BDG;A31;1;4400;5450;0;0;4;4
BAU;A31;1;5450;15000;0;0;1;5
EE;A31;1;5450;15000;1;3;2;5
VL;A31;1;5450;15000;2;3;3;5
VR;A31;1;5450;15000;3;3;4;5
BDG;A31;1;5450;15000;0;0;5;5
BAU;A31;1;15000;17100;0;0;1;5
EE;A31;1;15000;17100;1;3;2;5
VL;A31;1;15000;17100;2;3;3;5
VR;A31;1;15000;17100;3;3;4;5
BDG;A31;1;15000;17100;0;0;5;5
BAU;A31;1;17100;27300;0;0;1;5
EE;A31;1;17100;27300;1;3;2;5
VL;A31;1;17100;27300;2;3;3;5
VR;A31;1;17100;27300;3;3;4;5
BDG;A31;1;17100;27300;0;0;5;5
BAU;A31;1;27300;28570;0;0;1;5
EE;A31;1;27300;28570;1;3;2;5
VL;A31;1;27300;28570;2;3;3;5
VR;A31;1;27300;28570;3;3;4;5
BDG;A31;1;27300;28570;0;0;5;5
BAU;A31;1;28570;39200;0;0;1;4
VL;A31-6;S2;0;843;1;1;1;1
VL;A31-7;E1;0;732;1;1;1;1
VL;A31-7;E2;0;1113;1;1;1;1
VL;A31-7;S1;0;1559;1;1;1;1
VL;A31-7;S2;0;491;1;1;1;1
VL;A31-8;E1;0;1088;1;1;1;1
VL;A31-8;E2;0;334;1;1;1;1
VL;A31-8;S1;0;1247;1;1;1;1
VL;A31-8;S2;0;440;1;1;1;1
VL;A31-8.1;E1;0;738;1;1;1;1
VL;A31-8.1;E2;0;685;1;1;1;1
VL;A31-8.1;S1;0;502;1;1;1;1
VL;A31-8.1;S2;0;673;1;1;1;1
VL;A31-9;E1;0;480;1;1;1;1
VL;A31-9;E2;0;811;1;1;1;1
VL;A31-9;S1;0;628;1;1;1;1
VL;A31-9;S2;0;850;1;1;1;1
BAU;A36;1;0;24000;0;0;1;4
VL;A36;1;0;24000;1;2;2;4
VR;A36;1;0;24000;2;2;3;4
BDG;A36;1;0;24000;0;0;4;4
VM1;A46;2;22696;23660;2;3;2;4
VR;A46;2;22696;23660;3;3;3;4
BDG;A46;2;22696;23660;0;0;4;4
BAU;A46;2;23660;25675;0;0;1;5
VL;A46;2;23660;25675;1;3;2;5
VM1;A46;2;23660;25675;2;3;3;5
VR;A46;2;23660;25675;3;3;4;5
BDG;A46;2;23660;25675;0;0;5;5
VL;A46-1;E2;0;340;1;1;1;1
VL;A46-1;S1;0;335;1;1;1;1
VL;A46-2;E1;0;948;1;1;1;1
VL;A46-2;E2;0;558;1;1;1;1
VL;A46-2;S1;0;661;1;1;1;1
VL;A46-2;S2;0;1206;1;1;1;1
VL;A46-2.1;E1;0;938;1;1;1;1
VL;A46-2.1;S2;0;437;1;1;1;1
VL;A46-3;E1;0;499;1;1;1;1
VL;A46-3;E2;0;320;1;1;1;1
VL;A46-3;S1;0;498;1;1;1;1
VL;A46-3;S2;0;760;1;1;1;1
VL;A46-4;E1;0;628;1;1;1;1
VL;A46-4;E2;0;247;1;1;1;1
VL;A46-4;S1;0;363;1;1;1;1
VL;A46-4;S2;0;349;1;1;1;1
VL;A5;1;0;1310;1;3;1;3
VM1;A5;1;0;1310;2;3;2;3
VR;A5;1;0;1310;3;3;3;3
BPV;A5;1;1310;1650;1;1;1;1
VL;A5;1;1650;6420;1;3;1;3
VM1;A5;1;1650;6420;2;3;2;3
VR;A5;1;1650;6420;3;3;3;3
VL;A5;1;6420;39500;1;3;1;3
VM1;A5;1;6420;39500;2;3;2;3
VR;A5;1;6420;39500;3;3;3;3
VL;A5;1;39500;63870;1;2;1;2
VR;A5;1;39500;63870;2;2;2;2
VL;A5;1;63870;87360;1;2;1;2
VR;A5;1;63870;87360;2;2;2;2
BAU;A5;1;87360;131052;0;0;1;4
VL;A5;1;87360;131052;1;2;2;4
VR;A5;1;87360;131052;2;2;3;4
BDG;A5;1;87360;131052;0;0;4;4
BAU;A5;1;131052;131200;0;0;1;4
VL;A5;1;131052;131200;1;2;2;4
VR;A5;1;131052;131200;2;2;3;4
BDG;A5;1;131052;131200;0;0;4;4
BAU;A5;1;131200;181049;0;0;1;4
VL;A5;1;131200;181049;1;2;2;4
VR;A5;1;131200;181049;2;2;3;4
BDG;A5;1;131200;181049;0;0;4;4
BAU;A5;1;181049;182579;0;0;1;5
VL;A5;1;181049;182579;1;3;2;5
VM1;A5;1;181049;182579;2;3;3;5
VR;A5;1;181049;182579;3;3;4;5
BDG;A5;1;181049;182579;0;0;5;5
BAU;A5;1;182579;185347;0;0;1;4
VL;A5;1;182579;185347;1;2;2;4
VR;A5;1;182579;185347;2;2;3;4
BDG;A5;1;182579;185347;0;0;4;4
BAU;A5;1;185347;208012;0;0;1;4
EE;A31;2;74800;86500;1;3;2;5
VL;A31;2;74800;86500;2;3;3;5
VR;A31;2;74800;86500;3;3;4;5
BDG;A31;2;74800;86500;0;0;5;5
BAU;A31;2;86500;88250;0;0;1;5
EE;A31;2;86500;88250;1;3;2;5
VL;A31;2;86500;88250;2;3;3;5
VR;A31;2;86500;88250;3;3;4;5
BDG;A31;2;86500;88250;0;0;5;5
BAU;A31;2;88250;91200;0;0;1;5
EE;A31;2;88250;91200;1;3;2;5
VL;A31;2;88250;91200;2;3;3;5
VR;A31;2;88250;91200;3;3;4;5
BDG;A31;2;88250;91200;0;0;5;5
BAU;A31;2;91200;99900;0;0;1;5
EE;A31;2;91200;99900;1;3;2;5
VL;A31;2;91200;99900;2;3;3;5
VR;A31;2;91200;99900;3;3;4;5
BDG;A31;2;91200;99900;0;0;5;5
BAU;A31;2;99900;100800;0;0;1;5
EE;A31;2;99900;100800;1;3;2;5
VL;A31;2;99900;100800;2;3;3;5
VR;A31;2;99900;100800;3;3;4;5
BDG;A31;2;99900;100800;0;0;5;5
BAU;A31;2;100800;110780;0;0;1;5
EE;A31;2;100800;110780;1;3;2;5
VL;A31;2;100800;110780;2;3;3;5
VR;A31;2;100800;110780;3;3;4;5
BDG;A31;2;100800;110780;0;0;5;5
BAU;A31;2;110780;113090;0;0;1;5
EE;A31;2;110780;113090;1;3;2;5
VL;A31;2;110780;113090;2;3;3;5
VR;A31;2;110780;113090;3;3;4;5
BDG;A31;2;110780;113090;0;0;5;5
BAU;A31;2;113090;116600;0;0;1;4
VL;A31;2;113090;116600;1;2;2;4
VR;A31;2;113090;116600;2;2;3;4
BDG;A31;2;113090;116600;0;0;4;4
BAU;A31;2;116600;118350;0;0;1;6
VS;A31;2;116600;118350;1;4;2;6
VL;A31;2;116600;118350;2;4;3;6
VM1;A31;2;116600;118350;3;4;4;6
VR;A31;2;116600;118350;4;4;5;6
BDG;A31;2;116600;118350;0;0;6;6
BAU;A31;2;118350;118600;0;0;1;6
VS;A31;2;118350;118600;1;4;2;6
VL;A31;2;118350;118600;2;4;3;6
VM1;A31;2;118350;118600;3;4;4;6
VR;A31;2;118350;118600;4;4;5;6
BDG;A31;2;118350;118600;0;0;6;6
BAU;A31;2;118600;118650;0;0;1;5
VS;A31;2;118600;118650;1;3;2;5
VL;A31;2;118600;118650;2;3;3;5
VR;A31;2;118600;118650;3;3;4;5
BDG;A31;2;118600;118650;0;0;5;5
BAU;A31;2;118650;120843;0;0;1;4
VL;A31;2;118650;120843;1;2;2;4
VR;A31;2;118650;120843;2;2;3;4
BDG;A31;2;118650;120843;0;0;4;4
BAU;A31;2;120843;148536;0;0;1;4
VL;A31;2;120843;148536;1;2;2;4
VR;A31;2;120843;148536;2;2;3;4
BDG;A31;2;120843;148536;0;0;4;4
BAU;A31;2;148536;225210;0;0;1;4
VL;A31;2;148536;225210;1;2;2;4
VR;A31;2;148536;225210;2;2;3;4
BDG;A31;2;148536;225210;0;0;4;4
BAU;A31;2;225910;228596;0;0;1;4
VL;A31;2;225910;228596;1;2;2;4
VR;A31;2;225910;228596;2;2;3;4
BDG;A31;2;225910;228596;0;0;4;4
VL;A31-A311;E2;0;1013;1;1;1;1
VL;A31-A311;S1;0;1989;1;1;1;1
VL;A31-A36;E2;0;1431;1;1;1;1
VL;A31-A36;S1;0;1111;1;1;1;1
VL;A31-A39;E1;0;452;1;1;1;1
VL;A31-A39;E2;0;324;1;1;1;1
VL;A31-A39;E3;0;767;1;1;1;1
VL;A31-A39;S1;0;888;1;1;1;1
VL;A31-A39;S2;0;1398;1;1;1;1
VL;A31-A39;S4;0;489;1;1;1;1
VL;A31-1;E1;0;761;1;1;1;1
VL;A31-1;E2;0;334;1;1;1;1
VL;A31-1;S1;0;1019;1;1;1;1
VL;A31-1;S2;0;406;1;1;1;1
BAU;A311;1;26933;30550;0;0;1;4
VL;A311;1;26933;30550;1;2;2;4
VR;A311;1;26933;30550;2;2;3;4
BDG;A311;1;26933;30550;0;0;4;4
BAU;A311;1;30132;31232;0;0;1;4
VL;A311;1;30132;31232;1;2;2;4
VR;A311;1;30132;31232;2;2;3;4
BDG;A311;1;30132;31232;0;0;4;4
BAU;A311;2;27115;30550;0;0;1;4
VL;A311;2;27115;30550;1;2;2;4
VR;A311;2;27115;30550;2;2;3;4
BDG;A311;2;27115;30550;0;0;4;4
BAU;A311;2;30130;31230;0;0;1;4
VL;A311;2;30130;31230;1;2;2;4
VR;A311;2;30130;31230;2;2;3;4
BDG;A311;2;30130;31230;0;0;4;4
VL;A31-10;E1;0;411;1;1;1;1
VL;A31-10;E2;0;371;1;1;1;1
VL;A31-10;S1;0;501;1;1;1;1
VL;A31-10;S2;0;443;1;1;1;1
VL;A31-11;E1;0;501;1;1;1;1
VL;A31-11;E2;0;929;1;1;1;1
VL;A31-11;S1;0;745;1;1;1;1
VL;A31-11;S2;0;821;1;1;1;1
VL;A31-12;E2;0;486;1;1;1;1
VL;A31-12;S1;0;1137;1;1;1;1
VL;A31-4;E1;0;1666;1;1;1;1
VL;A31-4;E2;0;572;1;1;1;1
VL;A31-4;S1;0;744;1;1;1;1
VL;A31-4;S2;0;1065;1;1;1;1
VL;A31-5;E1;0;889;1;1;1;1
VL;A31-5;E2;0;1100;1;1;1;1
VL;A31-5;S1;0;913;1;1;1;1
VL;A31-5;S2;0;1079;1;1;1;1
VL;A31-6;E1;0;853;1;1;1;1
VL;A31-6;E2;0;725;1;1;1;1
VL;A31-6;S1;0;802;1;1;1;1
VL;A36;1;47500;48000;2;4;3;6
VR;A36;1;47500;48000;3;4;4;6
EI;A36;1;47500;48000;4;4;5;6
BDG;A36;1;47500;48000;0;0;6;6
BAU;A36;1;48000;50040;0;0;1;5
EE;A36;1;48000;50040;1;3;2;5
VL;A36;1;48000;50040;2;3;3;5
VR;A36;1;48000;50040;3;3;4;5
BDG;A36;1;48000;50040;0;0;5;5
BAU;A36;1;50040;50050;0;0;1;4
VL;A36;1;50040;50050;1;2;2;4
VR;A36;1;50040;50050;2;2;3;4
BDG;A36;1;50040;50050;0;0;4;4
BAU;A36;1;50050;58334;0;0;1;4
VL;A36;1;50050;58334;1;2;2;4
VR;A36;1;50050;58334;2;2;3;4
BDG;A36;1;50050;58334;0;0;4;4
VS;A36;1;58334;60598;1;3;1;4
VL;A36;1;58334;60598;2;3;2;4
VR;A36;1;58334;60598;3;3;3;4
BDG;A36;1;58334;60598;0;0;4;4
BAU;A36;1;60598;65500;0;0;1;4
VL;A36;1;60598;65500;1;2;2;4
VR;A36;1;60598;65500;2;2;3;4
BDG;A36;1;60598;65500;0;0;4;4
BAU;A36;1;66100;67754;0;0;1;4
VL;A36;1;66100;67754;1;2;2;4
VR;A36;1;66100;67754;2;2;3;4
BDG;A36;1;66100;67754;0;0;4;4
VS;A36;1;67754;69030;1;3;1;4
VL;A36;1;67754;69030;2;3;2;4
VR;A36;1;67754;69030;3;3;3;4
BDG;A36;1;67754;69030;0;0;4;4
BAU;A36;1;69030;81599;0;0;1;4
VL;A36;1;69030;81599;1;2;2;4
VR;A36;1;69030;81599;2;2;3;4
BDG;A36;1;69030;81599;0;0;4;4
VS;A36;1;81599;84338;1;3;1;4
VL;A36;1;81599;84338;2;3;2;4
VR;A36;1;81599;84338;3;3;3;4
BDG;A36;1;81599;84338;0;0;4;4
BAU;A36;1;84338;98891;0;0;1;4
VL;A36;1;84338;98891;1;2;2;4
VR;A36;1;84338;98891;2;2;3;4
BDG;A36;1;84338;98891;0;0;4;4
BAU;A36;1;98891;133993;0;0;1;4
VL;A36;1;98891;133993;1;2;2;4
VR;A36;1;98891;133993;2;2;3;4
BDG;A36;1;98891;133993;0;0;4;4
BAU;A36;1;133993;149666;0;0;1;4
VL;A36;1;133993;149666;1;2;2;4
VR;A36;1;133993;149666;2;2;3;4
BDG;A36;1;133993;149666;0;0;4;4
BAU;A36;1;149666;181100;0;0;1;4
VL;A36;1;149666;181100;1;2;2;4
VR;A36;1;149666;181100;2;2;3;4
BDG;A36;1;149666;181100;0;0;4;4
BAU;A36;1;181100;196000;0;0;1;4
VL;A36;1;181100;196000;1;2;2;4
VR;A36;1;181100;196000;2;2;3;4
BDG;A36;1;181100;196000;0;0;4;4
BAU;A36;1;196000;216777;0;0;1;4
VL;A36;1;196000;216777;1;2;2;4
VR;A36;1;196000;216777;2;2;3;4
BDG;A36;1;196000;216777;0;0;4;4
BAU;A36;2;0;24000;0;0;1;4
VL;A36;2;0;24000;1;2;2;4
VR;A36;2;0;24000;2;2;3;4
BDG;A36;2;0;24000;0;0;4;4
BAU;A36;2;24600;31600;0;0;1;4
VL;A36;2;24600;31600;1;2;2;4
VR;A36;2;24600;31600;2;2;3;4
BDG;A36;2;24600;31600;0;0;4;4
BAU;A36;2;31600;33240;0;0;1;5
EE;A36;2;31600;33240;1;3;2;5
VL;A36;2;31600;33240;2;3;3;5
VR;A36;2;31600;33240;3;3;4;5
BDG;A36;2;31600;33240;0;0;5;5
VS;A36;2;33240;35350;1;3;1;4
VL;A36;2;33240;35350;2;3;2;4
VR;A36;2;33240;35350;3;3;3;4
BDG;A36;2;33240;35350;0;0;4;4
VS;A36;2;35350;35400;1;3;1;4
VL;A36;2;35350;35400;2;3;2;4
VR;A36;2;35350;35400;3;3;3;4
BDG;A36;2;35350;35400;0;0;4;4
BAU;A36;2;35400;36500;0;0;1;5
EE;A36;2;35400;36500;1;3;2;5
VL;A36;2;35400;36500;2;3;3;5
VR;A36;2;35400;36500;3;3;4;5
BDG;A36;2;35400;36500;0;0;5;5
BAU;A36;2;36500;36600;0;0;1;5
EE;A36;2;36500;36600;1;3;2;5
VL;A36;2;36500;36600;2;3;3;5
VR;A36;2;36500;36600;3;3;4;5
BDG;A36;2;36500;36600;0;0;5;5
BAU;A36;2;36600;47000;0;0;1;5
VL;A36;2;36600;47000;1;3;2;5
VR;A36;2;36600;47000;2;3;3;5
EI;A36;2;36600;47000;3;3;4;5
BDG;A36;2;36600;47000;0;0;5;5
BAU;A36;2;47000;47500;0;0;1;5
EE;A36;2;47000;47500;1;3;2;5
VL;A36;2;47000;47500;2;3;3;5
VR;A36;2;47000;47500;3;3;4;5
BDG;A36;2;47000;47500;0;0;5;5
BAU;A36;2;47500;50050;0;0;1;5
EE;A36;2;47500;50050;1;3;2;5
VL;A36;2;47500;50050;2;3;3;5
VR;A36;2;47500;50050;3;3;4;5
BDG;A36;2;47500;50050;0;0;5;5
BAU;A36;2;50050;50250;0;0;1;5
EE;A36;2;50050;50250;1;3;2;5
VL;A36;2;50050;50250;2;3;3;5
VR;A36;2;50050;50250;3;3;4;5
BDG;A36;2;50050;50250;0;0;5;5
BAU;A36;2;50250;61163;0;0;1;4
VL;A36;2;50250;61163;1;2;2;4
VR;A36;2;50250;61163;2;2;3;4
BDG;A36;2;50250;61163;0;0;4;4
VS;A36;2;61163;63745;1;3;1;4
VL;A36;2;61163;63745;2;3;2;4
VR;A36;2;61163;63745;3;3;3;4
BDG;A36;2;61163;63745;0;0;4;4
BAU;A36;2;63745;65500;0;0;1;4
VL;A36;2;63745;65500;1;2;2;4
VR;A36;2;63745;65500;2;2;3;4
BDG;A36;2;63745;65500;0;0;4;4
BAU;A36;2;66100;69026;0;0;1;4
VL;A36;2;66100;69026;1;2;2;4
VR;A36;2;66100;69026;2;2;3;4
BDG;A36;2;66100;69026;0;0;4;4
VS;A36;2;69026;70142;1;3;1;4
VL;A36;2;69026;70142;2;3;2;4
VR;A36;2;69026;70142;3;3;3;4
BDG;A36;2;69026;70142;0;0;4;4
BAU;A36;2;70142;74665;0;0;1;4
VL;A36;2;70142;74665;1;2;2;4
VR;A36;2;70142;74665;2;2;3;4
BDG;A36;2;70142;74665;0;0;4;4
VS;A36;2;74665;75830;1;3;1;4
VL;A36;2;74665;75830;2;3;2;4
VR;A36;2;74665;75830;3;3;3;4
BDG;A36;2;74665;75830;0;0;4;4
BAU;A36;2;75830;94393;0;0;1;4
VL;A36;2;75830;94393;1;2;2;4
VR;A36;2;75830;94393;2;2;3;4
BDG;A36;2;75830;94393;0;0;4;4
VS;A36;2;94393;97258;1;3;1;4
VL;A36;2;94393;97258;2;3;2;4
VR;A36;2;94393;97258;3;3;3;4
BDG;A36;2;94393;97258;0;0;4;4
BAU;A36;2;97258;98891;0;0;1;4
VL;A36;2;97258;98891;1;2;2;4
VR;A36;2;97258;98891;2;2;3;4
BDG;A36;2;97258;98891;0;0;4;4
BAU;A36;2;98891;125105;0;0;1;4
VL;A36;2;98891;125105;1;2;2;4
VR;A36;2;98891;125105;2;2;3;4
BDG;A36;2;98891;125105;0;0;4;4
VS;A36;2;125105;126832;1;3;1;4
VL;A36;2;125105;126832;2;3;2;4
VR;A36;2;125105;126832;3;3;3;4
BDG;A36;2;125105;126832;0;0;4;4
BAU;A36;2;126832;133993;0;0;1;4
VL;A36;2;126832;133993;1;2;2;4
VR;A36;2;126832;133993;2;2;3;4
BDG;A36;2;126832;133993;0;0;4;4
BAU;A36;2;133993;149666;0;0;1;4
VL;A36;2;133993;149666;1;2;2;4
VR;A36;2;133993;149666;2;2;3;4
BDG;A36;2;133993;149666;0;0;4;4
BAU;A36;2;149666;167083;0;0;1;4
VL;A36;2;149666;167083;1;2;2;4
VR;A36;2;149666;167083;2;2;3;4
BDG;A36;2;149666;167083;0;0;4;4
VS;A36;2;167083;168378;1;3;1;4
VL;A36;2;167083;168378;2;3;2;4
VR;A36;2;167083;168378;3;3;3;4
BDG;A36;2;167083;168378;0;0;4;4
BAU;A36;2;168378;181100;0;0;1;4
VL;A36;2;168378;181100;1;2;2;4
VR;A36;2;168378;181100;2;2;3;4
BDG;A36;2;168378;181100;0;0;4;4
BAU;A36;2;181100;196000;0;0;1;4
VL;A36;2;181100;196000;1;2;2;4
VR;A36;2;181100;196000;2;2;3;4
BDG;A36;2;181100;196000;0;0;4;4
BAU;A36;2;196000;216613;0;0;1;4
VL;A36;2;196000;216613;1;2;2;4
VR;A36;2;196000;216613;2;2;3;4
BDG;A36;2;196000;216613;0;0;4;4
VL;A36-A39;E1;0;399;1;1;1;1
VL;A36-A39;E2;0;536;1;1;1;1
VL;A36-A39;E3;0;540;1;1;1;1
VL;A36-A39;E4;0;1658;1;1;1;1
VL;A36-A39;S1;0;1696;1;1;1;1
VL;A36-A39;S2;0;376;1;1;1;1
VL;A36-A39;S3;0;407;1;1;1;1
VL;A36-A39;S4;0;431;1;1;1;1
VL;A36-1;E1;0;756;1;1;1;1
VL;A36-1;E2;0;291;1;1;1;1
VL;A36-1;S1;0;848;1;1;1;1
VL;A36-1;S2;0;346;1;1;1;1
VL;A36-10;E1;0;194;1;1;1;1
VL;A36-10;E2;0;227;1;1;1;1
VL;A36-10;S1;0;352;1;1;1;1
VL;A36-10;S2;0;328;1;1;1;1
VL;A36-11;E1;0;347;1;1;1;1
VL;A36-11;E2;0;331;1;1;1;1
VR;A391;2;0;3600;2;2;3;4
BDG;A391;2;0;3600;0;0;4;4
BAU;A391;2;3600;4277;0;0;1;3
VL;A391;2;3600;4277;1;1;2;3
BDG;A391;2;3600;4277;0;0;3;3
VL;A39-10;E1;0;360;1;1;1;1
VL;A39-10;E2;0;631;1;1;1;1
VL;A39-10;S1;0;680;1;1;1;1
VL;A39-10;S2;0;824;1;1;1;1
VL;A391-7;E2;0;403;1;1;1;1
VL;A391-7;S1;0;282;1;1;1;1
VL;A39-2;E2;0;498;1;1;1;1
VL;A39-2;S1;0;331;1;1;1;1
VL;A39-3;E1;0;378;1;1;1;1
VL;A39-3;E2;0;344;1;1;1;1
VL;A39-3;S1;0;478;1;1;1;1
VL;A39-3;S2;0;351;1;1;1;1
VL;A39-5;E1;0;671;1;1;1;1
VL;A39-5;E2;0;382;1;1;1;1
VL;A39-5;S1;0;619;1;1;1;1
VL;A39-5;S2;0;326;1;1;1;1
VL;A39-6;E1;0;1288;1;1;1;1
VL;A39-6;E2;0;347;1;1;1;1
VL;A39-6;S1;0;636;1;1;1;1
VL;A39-6;S2;0;1082;1;1;1;1
VL;A39-7.1;E1;0;687;1;1;1;1
VL;A39-7.1;E2;0;310;1;1;1;1
VL;A39-7.1;S1;0;375;1;1;1;1
VL;A39-7.1;S2;0;643;1;1;1;1
VL;A39-8;E1;0;459;1;1;1;1
VL;A39-8;E2;0;778;1;1;1;1
VL;A39-8;S1;0;507;1;1;1;1
VL;A39-8;S2;0;1002;1;1;1;1
VL;A39-9;E1;0;794;1;1;1;1
VL;A39-9;E2;0;641;1;1;1;1
VL;A39-9;S1;0;1001;1;1;1;1
VL;A39-9;S2;0;794;1;1;1;1
BAU;A40;1;102850;104078;0;0;1;4
VL;A40;1;102850;104078;1;2;2;4
VR;A40;1;102850;104078;2;2;3;4
BDG;A40;1;102850;104078;0;0;4;4
VL;A40;1;104078;104988;1;2;1;3
VR;A40;1;104078;104988;2;2;2;3
BDG;A40;1;104078;104988;0;0;3;3
BAU;A40;1;104988;106098;0;0;1;4
VL;A40;1;104988;106098;1;2;2;4
VR;A40;1;104988;106098;2;2;3;4
BDG;A40;1;104988;106098;0;0;4;4
VL;A40;1;106098;106438;1;2;1;3
VR;A40;1;106098;106438;2;2;2;3
BDG;A40;1;106098;106438;0;0;3;3
BAU;A40;1;106438;107208;0;0;1;4
VL;A40;1;106438;107208;1;2;2;4
VR;A40;1;106438;107208;2;2;3;4
BDG;A40;1;106438;107208;0;0;4;4
VL;A40;1;107208;108508;1;2;1;3
VR;A40;1;107208;108508;2;2;2;3
BDG;A40;1;107208;108508;0;0;3;3
BAU;A40;1;108508;109628;0;0;1;4
VL;A40;1;108508;109628;1;2;2;4
VR;A40;1;108508;109628;2;2;3;4
BDG;A40;1;108508;109628;0;0;4;4
VS;A40;1;109628;112338;1;3;1;4
VL;A40;1;109628;112338;2;3;2;4
VR;A40;1;109628;112338;3;3;3;4
BDG;A40;1;109628;112338;0;0;4;4
BAU;A40;1;112338;114598;0;0;1;4
VL;A40;1;112338;114598;1;2;2;4
VR;A40;1;112338;114598;2;2;3;4
BDG;A40;1;112338;114598;0;0;4;4
BAU;A40;1;114598;115228;0;0;1;4
VL;A40;1;114598;115228;1;2;2;4
VR;A40;1;114598;115228;2;2;3;4
BDG;A40;1;114598;115228;0;0;4;4
BAU;A40;1;115228;116028;0;0;1;4
VL;A40;1;115228;116028;1;2;2;4
VR;A40;1;115228;116028;2;2;3;4
BDG;A40;1;115228;116028;0;0;4;4
BAU;A40;1;116028;117492;0;0;1;4
VL;A40;1;116028;117492;1;2;2;4
VR;A40;1;116028;117492;2;2;3;4
BDG;A40;1;116028;117492;0;0;4;4
VL;A40;1;117492;122647;1;2;1;3
VR;A40;1;117492;122647;2;2;2;3
BDG;A40;1;117492;122647;0;0;3;3
BAU;A40;1;122647;125420;0;0;1;4
VL;A40;1;122647;125420;1;2;2;4
VR;A40;1;122647;125420;2;2;3;4
BDG;A40;1;122647;125420;0;0;4;4
VS;A40;1;125420;128930;1;3;1;4
VL;A40;1;125420;128930;2;3;2;4
VR;A40;1;125420;128930;3;3;3;4
BDG;A40;1;125420;128930;0;0;4;4
BAU;A40;1;128930;131200;0;0;1;4
VL;A40;1;128930;131200;1;2;2;4
VR;A40;1;128930;131200;2;2;3;4
BDG;A40;1;128930;131200;0;0;4;4
VS;A40;1;131200;137800;1;3;1;4
VL;A40;1;131200;137800;2;3;2;4
VR;A40;1;131200;137800;3;3;3;4
BDG;A40;1;131200;137800;0;0;4;4
BAU;A40;1;137800;146520;0;0;1;4
VL;A40;1;137800;146520;1;2;2;4
VR;A40;1;137800;146520;2;2;3;4
BDG;A40;1;137800;146520;0;0;4;4
BAU;A40;1;146520;147169;0;0;1;5
EE;A40;1;146520;147169;1;3;2;5
VL;A40;1;146520;147169;2;3;3;5
VR;A40;1;146520;147169;3;3;4;5
BDG;A40;1;146520;147169;0;0;5;5
BAU;A40;1;147169;149000;0;0;1;5
EE;A40;1;147169;149000;1;3;2;5
VL;A40;1;147169;149000;2;3;3;5
VR;A40;1;147169;149000;3;3;4;5
BDG;A40;1;147169;149000;0;0;5;5
BAU;A40;1;149000;156019;0;0;1;5
EE;A40;1;149000;156019;1;3;2;5
